,companyName,country,prefix,streetAddress1,streetAddress2
242,"Cisco Systems, Inc",US,BCC493,170 West Tasman Drive,San Jose  CA  95134
243,Cisco SPVTG,US,001947,5030 Sugarloaf Parkway,Lawrenceville  GA  30044
244,Cisco SPVTG,US,0022CE,5030 Sugarloaf Parkway,Lawrenceville  GA  30042
245,"Cisco Systems, Inc",US,F02929,170 West Tasman Drive,San Jose  CA  95134
246,"Cisco Systems, Inc",US,ECE1A9,170 West Tasman Drive,San Jose  CA  95134
247,"Cisco Systems, Inc",US,7C69F6,170 West Tasman Drive,San Jose  CA  95134
248,"Cisco Systems, Inc",US,C08C60,170 West Tasman Drive,San Jose  CA  95134
249,"Cisco Systems, Inc",US,C0255C,170 West Tasman Drive,San Jose  CA  95134
250,"Cisco Systems, Inc",US,885A92,170 West Tasman Drive,San Jose  CA  95134
251,"Cisco Systems, Inc",US,E4C722,170 West Tasman Drive,San Jose  CA  95134
252,"Cisco Systems, Inc",US,C07BBC,170 West Tasman Drive,San Jose  CA  95134
253,"Cisco Systems, Inc",US,0090F2,170 W. TASMAN DR.,SAN JOSE  CA  95134-1706
254,"Cisco Systems, Inc",US,00173B,170 West Tasman Dr.,San Jose  CA  95134-1706
255,"Cisco Systems, Inc",US,00400B,170 WEST TASMAN DRIVE,SAN JOSE  CA  95134-1706
256,"Cisco Systems, Inc",US,006009,170 WEST TASMAN DRIVE,SAN JOSE  CA  95134-1706
257,"Cisco Systems, Inc",US,006047,170 WEST TASMAN DRIVE,SAN JOSE  CA  95134-1706
258,"Cisco Systems, Inc",US,0006C1,170 WEST TASMAN DRIVE,SAN JOSE  CA  95134-1706
259,"Cisco Systems, Inc",US,00E014,170 WEST TASMAN DRIVE,SAN JOSE  CA  95134-1706
260,"Cisco Systems, Inc",US,00E01E,170 WEST TASMAN DRIVE,SAN JOSE  CA  95134-1706
261,"Cisco Systems, Inc",US,ACF2C5,170 West Tasman Drive,San Jose  CA  95134
262,"Apple, Inc.",US,CCC760,1 Infinite Loop,Cupertino  CA  95014
263,"Apple, Inc.",US,087402,1 Infinite Loop,Cupertino  CA  95014
264,"Apple, Inc.",US,285AEB,1 Infinite Loop,Cupertino  CA  95014
265,"Apple, Inc.",US,28F076,1 Infinite Loop,Cupertino  CA  95014
266,Saffron Solutions Inc,US,84285A,1337 Mass Ave #273,Arlington  MA  02476
267,Intellisis,US,80A1AB,10350 Science Center Dr,San Diego  CA  92121
268,"Apple, Inc.",US,44D884,1 Infinite Loop,CUPERTINO  CA  95014
269,"Apple, Inc.",US,EC852F,1 Infinite Loop,CUPERTINO  CA  95014
270,"Apple, Inc.",US,286ABA,1 Infinite Loop,CUPERTINO  CA  95014
271,"Apple, Inc.",US,705681,1 Infinite Loop,CUPERTINO  CA  95014
272,"Apple, Inc.",US,7CD1C3,1 Infinite Loop,CUPERTINO  CA  95014
273,"Apple, Inc.",US,F0DCE2,1 Infinite Loop,CUPERTINO  CA  95014
274,"Apple, Inc.",US,B065BD,1 Infinite Loop,CUPERTINO  CA  95014
275,"Apple, Inc.",US,A82066,1 Infinite Loop,CUPERTINO  CA  95014
276,"Apple, Inc.",US,BC6778,1 Infinite Loop,CUPERTINO  CA  95014
277,"Apple, Inc.",US,68967B,1 Infinite Loop,CUPERTINO  CA  95014
278,"Apple, Inc.",US,848506,1 Infinite Loop,CUPERTINO  CA  95014
279,"Apple, Inc.",US,B4F0AB,1 Infinite Loop,CUPERTINO  CA  95014
280,"Apple, Inc.",US,10DDB1,1 Infinite Loop,CUPERTINO  CA  95014
281,"Apple, Inc.",US,04F7E4,1 Infinite Loop,CUPERTINO  CA  95014
282,"Apple, Inc.",US,34C059,1 Infinite Loop,CUPERTINO  CA  95014
283,"Apple, Inc.",US,F0D1A9,1 Infinite Loop,CUPERTINO  CA  95014
284,"Apple, Inc.",US,F82793,1 Infinite Loop,Cupertino  CA  95014
285,"Apple, Inc.",US,ACFDEC,1 Infinite Loop,Cupertino  CA  95014
286,"Apple, Inc.",US,D0E140,1 Infinite Loop,Cupertino  CA  95014
287,ASUSTek COMPUTER INC.,TW,F832E4,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan",Taipei  Taiwan  112
288,"Apple, Inc.",US,8C7C92,1 Infinite Loop,Cupertino  CA  95014
289,"Apple, Inc.",US,7831C1,1 Infinite Loop,Cupertino  CA  95014
290,"Apple, Inc.",US,F437B7,1 Infinite Loop,Cupertino  CA  95014
291,"Apple, Inc.",US,54AE27,1 Infinite Loop,Cupertino  CA  95014
292,"Apple, Inc.",US,6476BA,1 Infinite Loop,Cupertino  CA  95014
293,"Apple, Inc.",US,84B153,1 Infinite Loop,Cupertino  CA  95014
294,"Apple, Inc.",US,783A84,1 Infinite Loop,Cupertino  CA  95014
295,"Apple, Inc.",US,2CBE08,1 Infinite Loop,Cupertino  CA  95014
296,"Apple, Inc.",US,24E314,1 Infinite Loop,Cupertino  CA  95014
297,"Cisco Systems, Inc",US,0010FF,170 WEST TASMAN DRIVE,SAN JOSE  CA  95134-1706
298,"Cisco Systems, Inc",US,34BDC8,170 West Tasman Drive,San Jose  CA  95134
299,"Cisco Systems, Inc",US,54A274,170 West Tasman Drive,San Jose  CA  95134
300,"Cisco Systems, Inc",US,5897BD,170 West Tasman Drive,San Jose  CA  95134
301,"Cisco Systems, Inc",US,046C9D,170 West Tasman Drive,San Jose  CA  95134
302,"Apple, Inc.",US,60FEC5,1 Infinite Loop,Cupertino  CA  95014
303,"Apple, Inc.",US,00A040,1 Infinite Loop,CUPERTINO  CA  95014
304,"Apple, Inc.",US,BC3BAF,1 Infinite Loop,CUPERTINO  CA  95014
305,"Apple, Inc.",US,786C1C,1 Infinite Loop,CUPERTINO  CA  95014
306,"Apple, Inc.",US,041552,1 Infinite Loop,CUPERTINO  CA  95014
307,"Apple, Inc.",US,38484C,1 Infinite Loop,CUPERTINO  CA  95014
308,"Apple, Inc.",US,701124,1 Infinite Loop,CUPERTINO  CA  95014
309,"Apple, Inc.",US,C86F1D,1 Infinite Loop,CUPERTINO  CA  95014
310,"Apple, Inc.",US,685B35,1 Infinite Loop,CUPERTINO  CA  95014
311,"Apple, Inc.",US,380F4A,1 Infinite Loop,CUPERTINO  CA  95014
312,"Apple, Inc.",US,3010E4,1 Infinite Loop,Cupertino  CA  95014
313,"Apple, Inc.",US,04DB56,1 Infinite Loop,Cupertino  CA  95014
314,"Apple, Inc.",US,881FA1,1 Infinite Loop,CUPERTINO  CA  95014
315,"Apple, Inc.",US,04E536,1 Infinite Loop,CUPERTINO  CA  95014
316,"Apple, Inc.",US,109ADD,1 Infinite Loop,CUPERTINO  CA  95014
317,"Apple, Inc.",US,40A6D9,1 Infinite Loop,CUPERTINO  CA  95014
318,"Apple, Inc.",US,7CF05F,1 Infinite Loop,CUPERTINO  CA  95014
319,"Apple, Inc.",US,A4B197,1 Infinite Loop,CUPERTINO  CA  95014
320,"Apple, Inc.",US,0C74C2,1 Infinite Loop,CUPERTINO  CA  95014
321,"Apple, Inc.",US,403004,1 Infinite Loop,CUPERTINO  CA  95014
322,"Apple, Inc.",US,4860BC,1 Infinite Loop,CUPERTINO  CA  95014
323,"Apple, Inc.",US,50EAD6,1 Infinite Loop,CUPERTINO  CA  95014
324,"Apple, Inc.",US,28E02C,1 Infinite Loop,CUPERTINO  CA  95014
325,"Apple, Inc.",US,60C547,1 Infinite Loop,CUPERTINO  CA  95014
326,"Apple, Inc.",US,7C11BE,1 Infinite Loop,CUPERTINO  CA  95014
327,"Apple, Inc.",US,003EE1,1 Infinite Loop,CUPERTINO  CA  95014
328,"Apple, Inc.",US,68D93C,1 Infinite Loop,Cupertino  CA  95014
329,"Apple, Inc.",US,2CF0EE,1 Infinite Loop,Cupertino  CA  95014
330,"Apple, Inc.",US,84788B,1 Infinite Loop,Cupertino  CA  95014
331,"Apple, Inc.",US,6C94F8,1 Infinite Loop,Cupertino  CA  95014
332,"Apple, Inc.",US,703EAC,1 Infinite Loop,Cupertino  CA  95014
333,"Apple, Inc.",US,C01ADA,1 Infinite Loop,Cupertino  CA  95014
334,"Apple, Inc.",US,34363B,1 Infinite Loop,Cupertino  CA  95014
335,"Apple, Inc.",US,C81EE7,1 Infinite Loop,Cupertino  CA  95014
336,"Apple, Inc.",US,9CFC01,1 Infinite Loop,Cupertino  CA  95014
337,"Apple, Inc.",US,000D93,1 Infinite Loop,CUPERTINO  CA  95014
338,"Apple, Inc.",US,001CB3,1 Infinite Loop,CUPERTINO  CA  95014
339,"Apple, Inc.",US,64B9E8,1 Infinite Loop,CUPERTINO  CA  95014
340,"Apple, Inc.",US,34159E,1 Infinite Loop,CUPERTINO  CA  95014
341,"Apple, Inc.",US,58B035,1 Infinite Loop,CUPERTINO  CA  95014
342,"Apple, Inc.",US,F0B479,1 Infinite Loop,CUPERTINO  CA  95014
343,"ATP Electronics, Inc.",US,141357,2590 North First Street Suite 150,San Jose  CA  95131
344,Cisco SPVTG,US,F44B2A,5030 Sugarloaf Parkway,Lawrenceville  GA  30044
345,"TRENDnet, Inc.",US,3C8CF8,20675 Manhattan Place,Torrance  CA  90501
346,Toshiba,JP,78D6B2,"2-9,Suehiro-Cho",Ome  Tokyo  1988710
347,"Zhejiang Everbright Communication Equip. Co,. Ltd",CN,C04A09,291# Wei 19th Rd.,Wenzhou  Zhejiang  325600
348,"JinQianMao  Technology Co.,Ltd.",CN,F00D5C,"58#,Jiangbin Road,Taijiang District",Fuzhou  Fujian  350009
349,OVH,FR,2C081C,"2, rue Kellermann",Roubaix  Nord  59100
350,"Linctronix Ltd,",TW,30E090,"​9F-1, No.66, Chongqing Rd.,","Banqiao Dist.,  China  22063"
351,Charles River Laboratories,US,70BF3E,1023 Wappoo Road Suite 43B,Charleston  SC  29407
352,"Hangzhou Xueji Technology Co., Ltd.",CN,D848EE,"Room 1902, Tower D, West Intime City",Hangzhou  Zhejiang  310012
353,"Fiberhome Telecommunication Technologies Co.,LTD",CN,88947E,No.5 DongXin Road,Wuhan  Hubei  430074
354,Poynt Co.,US,88C242,490 S. California Avenue,Palo Alto  California  94306
355,"Beijing Infosec Technologies Co., LTD.",CN,E8343E,"Floor 4, Tower C, Global Finance and News Center",Beijing  Beijing  100052
356,GOPEACE Inc.,KR,C4ADF1,"Woolim Bldg B-916, 14 Sagimakgol-ro 45beon-gil, Jungwon-gu",Seongnam  Gyeonggi  13209
357,Source Chain,KR,58F496,#407-4 eBIZ.Center,Seoul  seoul  ASI|KR|KS013|SEOUL
358,"Viptela, Inc",US,80B709,"1740 Technology Drive, Ste#500",San Jose  California  95110
359,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",CN,1C60DE,"Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan",Shenzhen  Guangdong  518057
360,"Shanghai DareGlobal Technologies Co.,Ltd",CN,741865,22F NO.1555 Kongjiang RD,  Shanghai  200092
361,TRP Systems BV,NL,DCDC07,Televisieweg 159 1322 BH  Almere,Almere  -  -
362,Planet Bingo® — 3rd Rock Gaming®,US,080A4E,75190 Gerald Ford Dr.,Palm Desert  CA  92211
363,Acoustic Stream,US,0C1A10,3213 W Wheeler Street,Seattle  WA  98199
364,Control Solutions LLC,US,E4A387,2520 Diehl Rd,Aurora  IL  60502
365,iPort,US,DC82F6,236 Calle Pintoresco,San Clemente  CA  92672
366,G24 Power Limited,GB,C49E41,South Lake Drive,Newport  Gwent  NP10 8AS
367,"HUAWEI TECHNOLOGIES CO.,LTD",CN,D03E5C,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
368,Goyoo Networks Inc.,CN,C8A9FC,"Building D, Kelin Blocks, No.107, Dongsi North St,",Beijing  Beijing  100007
369,"Mciao Technologies, Inc.",CN,C49FF3,"Room304, Building 1, No.288 Qiuyi Rd., Binjiang District",Hangzhou  Zhejiang  310052
370,KYOCERA Corporation,JP,80739F,2-1-1 Kagahara,Yokohama-shi  Kanagawa  224-8502
371,"Shenzhen Ferex Electrical Co.,Ltd",CN,7C2BE1,"Block 2,Jiuzhou Industrial Park,Gongming",Shenzhen  Guangdong  518107
372,"HangZhou KuoHeng Technology Co.,ltd",CN,30FFF6,"No.368,Wangjiali,Chang'ancun Industrial Park,Wenyan Town, Xiaoshan District, Hangzhou, CHina",HangZhou  ZheJiang  311258
373,"Beijing Guang Runtong Technology Development Company co.,Ltd",CN,5853C0,"Beijing city Haidian District North Third Ring Road 48, Beijing science and Technology Exhibition Center 1 building B block, room 18H",Beijing  Bejing  100000
374,ABB Global Industries and Services Private Limited,IN,5031AD,"21st floor, World Trade Center",Bangalore  Karnataka  560055
375,"Parallel Wireless, Inc",US,2CA539,1 Tara Blvd,Nashua  NH  03062
376,Polyera,US,FC335F,8045 Lamon Avenue,Skokie  IL  60077
377,"Roqos, Inc.",US,A8C87F,1775 Greensboro Station Place,Mclean  Virginia  22102
378,"NEC Platforms, Ltd.",JP,C025A2,2-3 Kandatsukasamachi,Chiyodaku  Tokyo  101-8532
379,ROXTON Ltd.,RU,7853F2,15 Ostapovsky proezd,Moscow  Moscow  109316
380,"Apple, Inc.",US,ACBC32,1 Infinite Loop,Cupertino  CA  95014
381,Husqvarna AB,SE,94BBAE,Drottninggatan 2,Huskvarna  Sweden  56131
382,AzureWave Technology Inc.,TW,AC8995,"8F., No. 94, Baozhong Rd.",New Taipei City  Taiwan  231
383,"HUAWEI TECHNOLOGIES CO.,LTD",CN,F898B9,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
384,"Gemtek Technology Co., Ltd.",TW,1C497B,"No. 1 Jen Ai Road Hsinchu Industrial Park Hukou, Hsinchu 30352 TAIWAN, REPUBLIC OF CHINA",Hsinchu  TAIWAN  30352
385,"HUAWEI TECHNOLOGIES CO.,LTD",CN,2CCF58,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
386,Davit Solution co.,KR,54FF82,"103-301,Geudaegapremier,21 Deagyeong-Daero 1484beon-Gil",Suwon-Si  Gyeonggi-Do  KS002
387,"Jiangxi Hongpai Technology Co., Ltd.",CN,D445E8,"5th Floor,C Region, Zhejiang University Science Park,No. 698,",Nanchang  Jiangxi  330096
388,"Shanghai Baud Data Communication Co.,Ltd.",CN,847973,NO.123 JULI RD,PUDONG ZHANGJIANG HIGH-TECH PARK  SHANGHAI  201203
389,SHENZHEN XIN FEI JIA ELECTRONIC CO. LTD.,CN,881B99,"#4 BULIDING, HIGH TECH INDUSTRIAL PARK, HE PING COMMUNITY",GUANGDONG  N/A  518000
390,Lupine Lighting Systems GmbH,DE,681295,Winnberger Weg 11,Neumarkt  Bavaria  92318
391,P2 Mobile Technologies Limited,HK,649A12,"Unit 708, 7/F, Bio-Informatics Centre, No.2 Science Park West Avenue,",Hong Kong  Hong Kong  00000
392,"HUAWEI TECHNOLOGIES CO.,LTD",CN,E4C2D1,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
393,Atomic Rules LLC,US,DC3CF6,287 Chester Rd,Auburn  NH  03032
394,Qolsys Inc.,US,3C3178,1900 The Alameda,San Jose  Ca  95126
395,"Fiberhome Telecommunication Technologies Co.,LTD",CN,F4573E,No.5 DongXin Road,Wuhan  Hubei  430074
396,"Junilab, Inc.",KR,083A5C,"#205 107 Gyounggyo-Ro, Yeongtong-Gu, Suwon",Suwon  Gyeonggi-Do  443-766
397,ShengHai Electronics (Shenzhen) Ltd,CN,4CAE31,"Block 17&18,Hui Ming Ying Industry,YanChuan,SongGang",Shenzhen  Guangdong  518105
398,ECHOSENS,FR,F0D657,30 Place d'Italie,PARIS 13  Ile de France  75013
399,innodisk Corporation,TW,24693E,"5F., No. 237, Sec. 1, Datong Rd., Xizhi Dist.",New Taipei City  Taiwan  221
400,Routerboard.com,LV,E48D8C,Mikrotikls SIA,Riga  Riga  LV1009
401,"Qingdao Eastsoft Communication Technology Co.,LTD",CN,C0DC6A,"Shandong QINGDAO, No. 16A, Shangqing Road, Shibei District",QINGDAO  Shandong  266023
402,Vodafone Omnitel B.V.,IT,6459F8,"VIA JERVIS, 13 10015 IVREA (TO)",    
403,Network Instruments,US,082CB0,10701 Red Circle Dr,Minnetonka  Minnesota  55343
404,"MITSUMI ELECTRIC CO.,LTD.",JP,F0AB54,"2-11-2, Tsurumaki",Tama-shi  Tokyo  206-8567
405,Microsoft Corporation,FI,485073,1 Microsoft Way,Redmond  Washington  98052
406,Oilfind International LLC,US,3CA31A,"12651 Briar Forest Dr, Suite 151",Houston  Texas  77077
407,"Weifang GoerTek Electronics Co., Ltd.",CN,ACFD93,"Gaoxin 2 Road,Free Trade Zone,Weifang,Shandong,261205,P.R.China",Weifang  Shandong  261205
408,Cambrionix Ltd,GB,A424DD,St Johns Innovation Centre,Cambridge  Cambridgeshire  CB4 0WS
409,"HUAWEI TECHNOLOGIES CO.,LTD",CN,88A2D7,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
410,"Beijing SHENQI Technology Co., Ltd.",CN,D89A34,No.6 Shang Di West Road, Haidian District  Beijing  100085
411,"Bosung Electronics Co., Ltd.",KR,1CADD1,"74-12, Saemaeul-ro.",Gumi-si  Gyeongsangbuk-do  730-930
412,"Philips Oral Healthcare, Inc.",US,24E5AA,22100 Bothell Everett Hwy,Bothell  WA  98021
413,"Suzhou Torchstar Intelligent Technology Co.,Ltd",CN,88CBA5,"Rm1704B,Business Building, No.181, Cuiyuan Rd.,SIP",Suzhou  Jiangsu Province  215000
414,"MEDIA GLOBAL LINKS CO., LTD.",JP,046169,"580-16, Horikawa-cho",Kawasaki  Kanagawa  212-0013
415,LAVA INTERNATIONAL(H.K) LIMITED,CN,AC562C,UNIT L 1/F MAU LAM COMM BLDG 16-18,Hong Kong    
416,"Mercedes-Benz USA, LLC",US,3CCE15,One Mercedes Drive,Montvale  NJ  07645
417,Chuango Security Technology Corporation,CN,84DF19,"6-17, Overseas Students Pioneer Park,",Fuzhou  Fujian  350015
418,"HUAWEI TECHNOLOGIES CO.,LTD",CN,3C4711,"No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park",Dongguan    523808
419,"Liteon, Inc.",US,245BF0,"3001 Summit Avenue, Suite 400",Plano  Tx  75074
420,Invensys Controls UK Limited,GB,FCFEC2,401 Southway Drive,Plymouth  Devon  Pl6 6QT
421,LG Innotek,KR,E8F2E2,"26, Hanamsandan 5beon-ro",Gwangju  Gwangsan-gu  506-731
422,Electrocompaniet A.S.,NO,AC676F,Breivikveien 7,Tau  Rogaland  4120
423,"Cambridge Mobile Telematics, Inc.",US,4CB82C,"One Broadway, 14th Floor",Cambridge  MA  02142
424,Esan electronic co.,KR,F0224E,D&I Building 2nd floor,Gun-Po  Kyunggido  435-862
425,ITTIM Technologies,CN,B0411D,"B1606, No.6, Zhongguancun South Street,",Beijing  Beijing  100086
426,Acacia Communications,US,7CB25C,3 Clock Tower Place,Maynard  MA  01754
427,Instituto Nacional de Tecnología Industrial,AR,78EB39,Av. Gral. Paz 5445,San Martín  Buenos Aires  1650
428,EMC,US,7CC95A,176 South Street,Hopkinton  MA  01748
429,"ZTLX Network Technology Co.,Ltd",CN,ECEED8,"Unit 703,No 77,CuShaHuan",ZhuHai  GuangDong  519000
430,"SB SYSTEMS Co.,Ltd",KR,F85B9C,"2F Ventureforum, 323, Pangyo-ro, Bundang-gu",Seongnam-si  Gyeonngi-do  453-400
431,"King Slide Technology CO., LTD.",TW,7CA237,"No. 6, Luke 9th Rd.,",Kaohsiung  Taiwan  82151
432,Aquantia Corporation,US,300EE3,700 Tasman Drive,Milpitas  CA  95035
433,Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.,CN,847303,"5th floor,Hongchengxintai building,No.105,Yaojiayuan Road,Chaoyang District,Beijing",Beijing  Chaoyang  100025
434,"OMRON HEALTHCARE Co., Ltd.",JP,B0495F,"53, Kunotsubo, Terado-cho",Muko  Kyoto  6170002
435,Sony Mobile Communications AB,SE,BC6E64,Nya Vattentornet,Lund  SE  22128
436,"Leading Public Performance Co., Ltd.",TH,F44713,137/77-78 Moo 1 Nanthanagarden Soi 12 Pathum-Rangsit Road Banklang Muang Pathumthani 12000 Thailand,Pathumthani  Pathumthani  12000
437,TangoWiFi.com,CN,D4522A,TangoWiFi Team,Beijing  Beijing  100022
438,Glory Star Technics (ShenZhen) Limited,CN,407FE0,"4/f, West Block, Xi Li Village, Xin Wu Industry Bldg., Nan Shan District, ShenZhen, China",Shenzhen  China  
439,"ELECOM CO.,LTD.",JP,BC5C4C,"11F Tokyubancho Bldg. 6-2,",Chiyoda-ku  Tokyo  102-0081
440,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",CN,6C5940,"Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan",Shenzhen  Guangdong  518057
441,zte corporation,CN,6CA75F,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen  guangdong  518057
442,"Shenzhen Primestone Network Technologies.Co., Ltd.",CN,C8C50E,"Room 705,Complex Building, Tsinghua Hi-Tech Park",Shenzhen  Guangdong  518057
443,"Biosoundlab Co., Ltd.",KR,9CBEE0,"(Sangdaewon-dong, Sunil Technopia 907-908ho)","Jungwon-gu  Seongnam-si Gyeonggi-do,  462726"
444,"Mist Systems, Inc.",US,5C5B35,4410 El Camino Real,Los Altos  CA  94022
445,"SHENZHEN BOOMTECH INDUSTRY CO.,LTD",CN,E807BF,"Floor 6 East, Bldg 6, Yusheng Industrial Area, Xixiang, Bao'an District",Shenzhen  Guangdong  518000
446,"IDEO Security Co., Ltd.",KR,E8162B,"1404, Seoul Forest IT Valley, 77, Seongsuil-ro","Seongdong-gu,  SEOUL  133-822"
447,zte corporation,CN,709F2D,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen  guangdong  518057
448,"SKG Electric Group(Thailand) Co., Ltd.",CN,ECE2FD,"3F,The Second Building,Sanhe village , Longhua Rd, Baoan Dist., Shenzhen, China",Shenzhen  Guangdong  518301
449,Avotek corporation,KR,88E603,"9-17, Dongil-ro 174-gil, Nowon-gu, Seoul",Seoul  Seoul  139-808
450,Microsoft Corporation,FI,74E28C,1 Microsoft Way,Redmond  Washington  98052
451,"HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD",CN,94F19E,China Guangdong Huizhou,Huizhou  Guangdong  516000
452,"KEISOKUKI CENTER CO.,LTD.",JP,C4924C,2-6-7 SAKANE,KAWANISHI-CITY  HYOGO  666-0021
453,Minxon Hotel Technology INC.,TW,E4F939,"3F, No.37, Dongxing Rd., Xinyi Dist.",Taipei  Taiwan  11070
454,WiFiSong,CN,38C70A,"Rm. 605, Building 3, No. 75 Wenyi West Road",Hangzhou  Zhengjiang  310012
455,"Sino-Telecom Technology Co.,Ltd.",CN,60E6BC,"6F, Building 2, No.115, Lane 1276 Nanle Rd",    201613
456,"Davit System Technology Co., Ltd.",KR,486EFB,"#304 Hanlim Human Tower, LS-Ro 172",Gunpo-si  Gyeonggi-Do  435-824
457,TOP-ACCESS ELECTRONICS CO LTD,CN,340A22,No. 2 Building ,"MingZhi Street  BaoAn District,ShenzheN  518131"
458,"Vital Connect, Inc.",US,B008BF,900 E HAMILTON AVE STE 500,CAMPBELL  CA  95008-0667
459,NET RULES TECNOLOGIA EIRELI,BR,485415,"Rua Madre Cabrini, 240 - 7°andar",São Paulo  São Paulo  04020000
460,INNO S,KR,70C76F,"215beon-gil, 119",Guri-si  Gyeonggi-do  471-060
461,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",CN,704E66,"Room 202,Building No.5,Section 30,No.2 of Kefa Road,Nanshan District,Shenzhen,P.R.China",Shenzhen  Guangdong  518057
462,"Shenzhen Yourf Kwan Industrial Co., Ltd",CN,409B0D,"MCN Edifice 5D, R1 Building, No.21 4th Hi-tech Road South, High-tech Industrial Park(south)",Shenzhen  Guangdong  518057
463,"Shenzhen UTEPO Tech Co., Ltd.",CN,C40880,"5/F Western Block, M-8 Building,",Shenzhen  Guangdong  518057
464,Tallac Networks,US,94C038,6528 Lonetree Blvd.,Rocklin  CA  95765
465,"Shanghai Reallytek Information Technology  Co.,Ltd",CN,801967,"906 Room,No.1 Building,No.3000 Longdong Avenue",  Shanghai  201203
466,"DriveScale, Inc.",US,6836B5,530 Lakeside Dr. #190,Sunnyvale  CALIFORNIA  94085
467,Seeed Technology Inc.,CN,2CF7F1," 5th Floor, 8th Building, Shiling industrial Park, XiLi Town, NanShan dist. Shenzhen",ShenZhen  GuangDong  518055
468,"Yaojin Technology(Shenzhen)Co.,Ltd",CN,F88479,"Yaojin Park, Shui Tian No.4 Industrial Area ShiYan Tow,",SHENZHEN  GUANGDONG  518108
469,"Beijing Autelan Technology Co.,Ltd",CN,4C48DA,"1-4F, 3rd Area, 9#Building Zhongguancun Software Park",  Beijing  100193
470,Nanomegas,BE,90179B,BD Ed.Machtens 79/22,BXL  Molenbeek  1080
471,"Maike Industry(Shenzhen)CO.,LTD",CN,3077CB,"Maike Industrial Garden, Sanwei village,",Shenzhen  Guangdong  518100
472,ATN International Limited,HK,3428F0,"4210, Office Tower, Convention Plaza",Hong Kong  Hong Kong  00000
473,"SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD",CN,EC3C5A,"5A 6FLOOR, BLOCK C12, FUYUAN INDUSTRIAL AREA, ZHOU SHI ROAD,",SHENZHEN  GUANGDONG  518102
474,Koubachi AG,CH,8C0551,Technoparkstrasse 1,Zurich  Zurich  8005
475,Extreme Networks,US,D88466,145 Rio Robles,San Jose  CA  95134
476,Loxley Public Company Limited,TH,E887A3,"102 Na Ranong Road, Klongtoey,",  Bangkok  10110
477,"Reacheng Communication Technology Co.,Ltd",CN,10FACE,"Building No.5-401,","Pu Dong New District,  Shanghai  201203"
478,"Micro-Star INTL CO., LTD.",TW,D8CB8A,"No.69, Lide St.,",New Taipei City  Taiwan  235
479,Systech Electronics Ltd.,HK,A8D0E3,"Lever Tech Centre, 69-71 King Yip Street,",    852
480,Microsoft Corporation,FI,8463D6,1 Microsoft Way,Redmond  Washington  98052
481,"ShangHai sunup lighting CO.,LTD",CN,78B3B9,"RM2508,Building 2,1077# Zu Chong Zhi Rd,Zhang Jiang Hi-Tech Park,Pudong New Area,ShangHai,China",shanghai  shanghai  201203
482,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",CN,F4EE14,"Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan",Shenzhen  Guangdong  518057
483,"Top Victory Electronics (Taiwan) Co., Ltd.",TW,186571,"14F,No.166,Jian 1st Rd",New Taipei City  Taiwan  23511
484,Rosslare Enterprises Limited,HK,F8BC41,Flat 912 Wing Fat Industrial Building,Kowloon Bay  Kowloon  
485,Greenvity Communications,US,8486F3,673 S. Milpitas Blvd Suite 204,Milpitas  California  95035
